,Object,Property,Value,Source
51402,bidu,Open price,139.44,cnn-money
51403,bidu,Change $,3.22,cnn-money
51404,bidu,Volume,7198371.0,cnn-money
51405,bidu,Today's high,143.35,cnn-money
51406,bidu,Today's low,138.9,cnn-money
51407,bidu,Previous close,140.13,cnn-money
51408,bidu,Market cap,50000000000.0,cnn-money
51409,bidu,Change %,2.3,easystockalterts
51410,bidu,Last trading price,143.34,easystockalterts
51411,bidu,Open price,139.44,easystockalterts
51412,bidu,Change $,3.21,easystockalterts
51413,bidu,Volume,7137874.0,easystockalterts
51414,bidu,Today's high,143.35,easystockalterts
51415,bidu,Today's low,138.9,easystockalterts
51416,bidu,Previous close,140.13,easystockalterts
51417,bidu,52wk High,156.04,easystockalterts
51418,bidu,52wk Low,65.9,easystockalterts
51419,bidu,EPS,0.0,easystockalterts
51420,bidu,Change %,2.3,eresearch-fidelity-com
51421,bidu,Last trading price,143.346,eresearch-fidelity-com
51422,bidu,Open price,139.44,eresearch-fidelity-com
51423,bidu,Change $,3.216,eresearch-fidelity-com
51424,bidu,Volume,7198371.0,eresearch-fidelity-com
51425,bidu,Today's high,143.35,eresearch-fidelity-com
51426,bidu,Today's low,138.9,eresearch-fidelity-com
51427,bidu,Previous close,140.13,eresearch-fidelity-com
51428,bidu,52wk High,156.04,eresearch-fidelity-com
51429,bidu,52wk Low,65.9,eresearch-fidelity-com
51430,bidu,Shares Outstanding,348811000.0,eresearch-fidelity-com
51431,bidu,Market cap,48880000000.0,eresearch-fidelity-com
51432,bidu,Change %,2.295,finance-abc7-com
51433,bidu,Last trading price,143.35,finance-abc7-com
51434,bidu,Open price,139.44,finance-abc7-com
51435,bidu,Change $,3.216,finance-abc7-com
51436,bidu,Volume,7195721.0,finance-abc7-com
51437,bidu,Today's high,143.35,finance-abc7-com
51438,bidu,Today's low,138.9,finance-abc7-com
51439,bidu,Previous close,140.13,finance-abc7-com
51440,bidu,52wk High,156.04,finance-abc7-com
51441,bidu,52wk Low,65.9,finance-abc7-com
51442,bidu,Shares Outstanding,348811000.0,finance-abc7-com
51443,bidu,Change %,2.295,finance-abc7chicago-com
51444,bidu,Last trading price,143.35,finance-abc7chicago-com
51445,bidu,Open price,139.44,finance-abc7chicago-com
51446,bidu,Change $,3.216,finance-abc7chicago-com
51447,bidu,Volume,7195721.0,finance-abc7chicago-com
51448,bidu,Today's high,143.35,finance-abc7chicago-com
51449,bidu,Today's low,138.9,finance-abc7chicago-com
51450,bidu,Previous close,140.13,finance-abc7chicago-com
51451,bidu,52wk High,156.04,finance-abc7chicago-com
51452,bidu,52wk Low,65.9,finance-abc7chicago-com
51453,bidu,Shares Outstanding,348811000.0,finance-abc7chicago-com
51454,bidu,Change %,2.295,financial-content
51455,bidu,Last trading price,143.35,financial-content
51456,bidu,Open price,139.44,financial-content
51457,bidu,Change $,3.216,financial-content
51458,bidu,Volume,7195721.0,financial-content
51459,bidu,Today's high,143.35,financial-content
51460,bidu,Today's low,138.9,financial-content
51461,bidu,Previous close,140.13,financial-content
51462,bidu,52wk High,156.04,financial-content
51463,bidu,52wk Low,65.9,financial-content
51464,bidu,Shares Outstanding,348811000.0,financial-content
51465,bidu,Change %,2.3,finapps-forbes-com
51466,bidu,Last trading price,143.35,finapps-forbes-com
51467,bidu,Open price,139.44,finapps-forbes-com
51468,bidu,Change $,3.22,finapps-forbes-com
51469,bidu,Volume,7198371.0,finapps-forbes-com
51470,bidu,Today's high,143.35,finapps-forbes-com
51471,bidu,Today's low,138.9,finapps-forbes-com
51472,bidu,Previous close,140.13,finapps-forbes-com
51473,bidu,52wk High,156.04,finapps-forbes-com
51474,bidu,52wk Low,65.9,finapps-forbes-com
51475,bidu,Shares Outstanding,271000000.0,finapps-forbes-com
51476,bidu,Market cap,39000000000.0,finapps-forbes-com
51477,bidu,EPS,1.77,finapps-forbes-com
51478,bidu,Change %,2.29,finviz
51479,bidu,Last trading price,143.34,finviz
51480,bidu,Volume,7191171.0,finviz
51481,bidu,Previous close,140.13,finviz
51482,bidu,52wk High,8.14,finviz
51483,bidu,52wk Low,117.51,finviz
51484,bidu,Shares Outstanding,348810000.0,finviz
51485,bidu,Market cap,48880000000.0,finviz
51486,bidu,EPS,1.82,finviz
51487,bidu,Change %,2.19,fool
51488,bidu,Last trading price,143.2,fool
51489,bidu,Open price,139.44,fool
51490,bidu,Change $,3.07,fool
51491,bidu,Volume,7082891.0,fool
51492,bidu,Today's high,143.26,fool
51493,bidu,Today's low,138.9,fool
51494,bidu,Previous close,140.13,fool
51495,bidu,52wk High,156.04,fool
51496,bidu,52wk Low,65.9,fool
51497,bidu,Market cap,49950000000.0,fool
51498,bidu,Last trading price,143.35,foxbusiness
51499,bidu,Change $,3.22,foxbusiness
51500,bidu,Volume,7199156.0,foxbusiness
51501,bidu,Previous close,140.13,foxbusiness
51502,bidu,Change %,2.3,google-finance
51503,bidu,Last trading price,143.35,google-finance
51504,bidu,Open price,139.44,google-finance
51505,bidu,Change $,3.22,google-finance
51506,bidu,Volume,7200000.0,google-finance
51507,bidu,Today's high,143.35,google-finance
51508,bidu,Today's low,138.9,google-finance
51509,bidu,52wk High,156.04,google-finance
51510,bidu,52wk Low,65.9,google-finance
51511,bidu,Shares Outstanding,348810000.0,google-finance
51512,bidu,Market cap,50000000000.0,google-finance
51513,bidu,EPS,1.82,google-finance
51514,bidu,Change %,2.295,howthemarketworks
51515,bidu,Last trading price,143.346,howthemarketworks
51516,bidu,Open price,139.44,howthemarketworks
51517,bidu,Change $,3.216,howthemarketworks
51518,bidu,Volume,7195721.0,howthemarketworks
51519,bidu,Today's high,143.35,howthemarketworks
51520,bidu,Today's low,138.9,howthemarketworks
51521,bidu,Previous close,140.13,howthemarketworks
51522,bidu,Change %,2.295,hpcwire
51523,bidu,Last trading price,143.35,hpcwire
51524,bidu,Open price,139.44,hpcwire
51525,bidu,Change $,3.216,hpcwire
51526,bidu,Volume,7195721.0,hpcwire
51527,bidu,Today's high,143.35,hpcwire
51528,bidu,Today's low,138.9,hpcwire
51529,bidu,Previous close,140.13,hpcwire
51530,bidu,52wk High,156.04,hpcwire
51531,bidu,52wk Low,65.9,hpcwire
51532,bidu,Shares Outstanding,348811000.0,hpcwire
51533,bidu,Change %,2.13,insidestocks
51534,bidu,Last trading price,143.12,insidestocks
51535,bidu,Open price,139.44,insidestocks
51536,bidu,Change $,2.99,insidestocks
51537,bidu,Volume,6832350.0,insidestocks
51538,bidu,Today's high,143.26,insidestocks
51539,bidu,Today's low,138.9,insidestocks
51540,bidu,Change %,2.12,investopedia
51541,bidu,Last trading price,143.1,investopedia
51542,bidu,Open price,139.44,investopedia
51543,bidu,Change $,2.97,investopedia
51544,bidu,Previous close,140.13,investopedia
51545,bidu,Change %,2.3,investorguide
51546,bidu,Last trading price,143.346,investorguide
51547,bidu,Open price,139.43,investorguide
51548,bidu,Change $,3.216,investorguide
51549,bidu,Today's high,143.35,investorguide
51550,bidu,Today's low,138.9,investorguide
51551,bidu,52wk High,156.04,investorguide
51552,bidu,52wk Low,65.9,investorguide
51553,bidu,Market cap,50001000000.0,investorguide
51554,bidu,EPS,1.822,investorguide
51555,bidu,Change %,2.28,marketintellisearch
51556,bidu,Last trading price,143.33,marketintellisearch
51557,bidu,Open price,139.44,marketintellisearch
51558,bidu,Change $,3.2,marketintellisearch
51559,bidu,Volume,7086.8,marketintellisearch
51560,bidu,Today's high,143.35,marketintellisearch
51561,bidu,Today's low,138.9,marketintellisearch
51562,bidu,Previous close,140.13,marketintellisearch
51563,bidu,Shares Outstanding,348810000.0,marketintellisearch
51564,bidu,Market cap,48880000000.0,marketintellisearch
51565,bidu,EPS,1.82,marketintellisearch
51566,bidu,Change %,2.3,marketwatch
51567,bidu,Last trading price,143.37,marketwatch
51568,bidu,Open price,139.44,marketwatch
51569,bidu,Change $,3.22,marketwatch
51570,bidu,Volume,8524.0,marketwatch
51571,bidu,Today's high,143.35,marketwatch
51572,bidu,Today's low,138.9,marketwatch
51573,bidu,Previous close,140.13,marketwatch
51574,bidu,52wk High,156.04,marketwatch
51575,bidu,52wk Low,66.85,marketwatch
51576,bidu,Market cap,47480000000.0,marketwatch
51577,bidu,EPS,1.76,marketwatch
51578,bidu,Change %,2.295,minyanville
51579,bidu,Last trading price,143.35,minyanville
51580,bidu,Open price,139.44,minyanville
51581,bidu,Change $,3.216,minyanville
51582,bidu,Volume,7195721.0,minyanville
51583,bidu,Today's high,143.35,minyanville
51584,bidu,Today's low,138.9,minyanville
51585,bidu,Previous close,140.13,minyanville
51586,bidu,52wk High,156.04,minyanville
51587,bidu,52wk Low,65.9,minyanville
51588,bidu,Shares Outstanding,348811000.0,minyanville
51589,bidu,Change %,2.3,msn-money
51590,bidu,Last trading price,143.35,msn-money
51591,bidu,Open price,139.44,msn-money
51592,bidu,Change $,3.22,msn-money
51593,bidu,Volume,7200000.0,msn-money
51594,bidu,Today's high,143.35,msn-money
51595,bidu,Today's low,138.9,msn-money
51596,bidu,Previous close,140.13,msn-money
51597,bidu,52wk High,156.04,msn-money
51598,bidu,52wk Low,65.9,msn-money
51599,bidu,Shares Outstanding,348810000.0,msn-money
51600,bidu,Market cap,48880000000.0,msn-money
51601,bidu,EPS,1.82,msn-money
51602,bidu,Change %,2.3,nasdaq-com
51603,bidu,Last trading price,143.346,nasdaq-com
51604,bidu,Open price,139.44,nasdaq-com
51605,bidu,Change $,3.216,nasdaq-com
51606,bidu,Volume,7198371.0,nasdaq-com
51607,bidu,Today's high,143.35,nasdaq-com
51608,bidu,Today's low,138.9,nasdaq-com
51609,bidu,Previous close,140.13,nasdaq-com
51610,bidu,52wk High,156.04,nasdaq-com
51611,bidu,52wk Low,65.9,nasdaq-com
51612,bidu,Shares Outstanding,270768000.0,nasdaq-com
51613,bidu,Market cap,38813509728.0,nasdaq-com
51614,bidu,EPS,1.77,nasdaq-com
51615,bidu,Change %,2.12,optimum
51616,bidu,Last trading price,143103550.0,optimum
51617,bidu,Open price,139.44,optimum
51618,bidu,Change $,2.97,optimum
51619,bidu,Volume,6954342.0,optimum
51620,bidu,Today's high,143.26,optimum
51621,bidu,Today's low,138.9,optimum
51622,bidu,Previous close,140.13,optimum
51623,bidu,52wk High,156.04,optimum
51624,bidu,52wk Low,65.9,optimum
51625,bidu,Shares Outstanding,348810000.0,optimum
51626,bidu,Market cap,49900000000.0,optimum
51627,bidu,Change %,2.295,paidcontent
51628,bidu,Last trading price,143.35,paidcontent
51629,bidu,Open price,139.44,paidcontent
51630,bidu,Change $,3.216,paidcontent
51631,bidu,Volume,7195721.0,paidcontent
51632,bidu,Today's high,143.35,paidcontent
51633,bidu,Today's low,138.9,paidcontent
51634,bidu,Previous close,140.13,paidcontent
51635,bidu,52wk High,156.04,paidcontent
51636,bidu,52wk Low,65.9,paidcontent
51637,bidu,Shares Outstanding,348811000.0,paidcontent
51638,bidu,Change %,2.3,pc-quote
51639,bidu,Last trading price,143.346,pc-quote
51640,bidu,Open price,139.44,pc-quote
51641,bidu,Change $,3.22,pc-quote
51642,bidu,Volume,7208454.0,pc-quote
51643,bidu,Today's high,143.35,pc-quote
51644,bidu,Today's low,138.9,pc-quote
51645,bidu,Previous close,140.13,pc-quote
51646,bidu,52wk High,156.04,pc-quote
51647,bidu,52wk Low,65.9,pc-quote
51648,bidu,Shares Outstanding,264695213.0,pc-quote
51649,bidu,Market cap,37943000000.0,pc-quote
51650,bidu,Change %,2.3,personal-wealth-biz
51651,bidu,Last trading price,143.346,personal-wealth-biz
51652,bidu,Open price,139.43,personal-wealth-biz
51653,bidu,Volume,7199156.0,personal-wealth-biz
51654,bidu,Today's high,143.33,personal-wealth-biz
51655,bidu,Today's low,138.9,personal-wealth-biz
51656,bidu,Previous close,140.13,personal-wealth-biz
51657,bidu,52wk High,156.04,personal-wealth-biz
51658,bidu,52wk Low,65.9,personal-wealth-biz
51659,bidu,EPS,1.822,personal-wealth-biz
51660,bidu,Change %,0.89,predictwallstreet
51661,bidu,Last trading price,141.38,predictwallstreet
51662,bidu,Change $,1.25,predictwallstreet
51663,bidu,Volume,3007149.0,predictwallstreet
51664,bidu,Change %,2.3,raymond-james
51665,bidu,Last trading price,143.35,raymond-james
51666,bidu,Open price,139.44,raymond-james
51667,bidu,Change $,3.22,raymond-james
51668,bidu,Volume,7198371.0,raymond-james
51669,bidu,Today's high,143.35,raymond-james
51670,bidu,Today's low,138.9,raymond-james
51671,bidu,Previous close,143.35,raymond-james
51672,bidu,52wk High,156.04,raymond-james
51673,bidu,52wk Low,65.9,raymond-james
51674,bidu,EPS,1.8,raymond-james
51675,bidu,Change %,2.295,renewable-energy-world
51676,bidu,Last trading price,143.35,renewable-energy-world
51677,bidu,Open price,139.44,renewable-energy-world
51678,bidu,Change $,3.216,renewable-energy-world
51679,bidu,Volume,7195721.0,renewable-energy-world
51680,bidu,Today's high,143.35,renewable-energy-world
51681,bidu,Today's low,138.9,renewable-energy-world
51682,bidu,Previous close,140.13,renewable-energy-world
51683,bidu,52wk High,156.04,renewable-energy-world
51684,bidu,52wk Low,65.9,renewable-energy-world
51685,bidu,Shares Outstanding,348811000.0,renewable-energy-world
51686,bidu,Change %,2.3,screamingmedia
51687,bidu,Last trading price,1.0,screamingmedia
51688,bidu,Open price,139.44,screamingmedia
51689,bidu,Change $,3.22,screamingmedia
51690,bidu,Volume,8524.0,screamingmedia
51691,bidu,Today's high,143.35,screamingmedia
51692,bidu,Today's low,138.9,screamingmedia
51693,bidu,Previous close,140.13,screamingmedia
51694,bidu,52wk High,156.04,screamingmedia
51695,bidu,52wk Low,66.85,screamingmedia
51696,bidu,Market cap,47480000000.0,screamingmedia
51697,bidu,EPS,1.76,screamingmedia
51698,bidu,Change %,1.0,scroli
51699,bidu,Last trading price,1000000000.0,scroli
51700,bidu,Volume,0.0,scroli
51701,bidu,Change %,2.3,simple-stock-quotes
51702,bidu,Last trading price,143.35,simple-stock-quotes
51703,bidu,Change $,3.216,simple-stock-quotes
51704,bidu,Change %,2.3,smartmoney
51705,bidu,Last trading price,143.35,smartmoney
51706,bidu,Open price,139.44,smartmoney
51707,bidu,Change $,3.22,smartmoney
51708,bidu,Volume,7198371.0,smartmoney
51709,bidu,Today's high,143.35,smartmoney
51710,bidu,Today's low,138.9,smartmoney
51711,bidu,Previous close,140.13,smartmoney
51712,bidu,52wk High,156.04,smartmoney
51713,bidu,52wk Low,65.9,smartmoney
51714,bidu,Market cap,48878900.0,smartmoney
51715,bidu,Change %,2.295,stocknod
51716,bidu,Last trading price,143.35,stocknod
51717,bidu,Open price,139.44,stocknod
51718,bidu,Change $,3.216,stocknod
51719,bidu,Volume,7195721.0,stocknod
51720,bidu,Today's high,143.35,stocknod
51721,bidu,Today's low,138.9,stocknod
51722,bidu,Previous close,140.13,stocknod
51723,bidu,52wk High,156.04,stocknod
51724,bidu,52wk Low,65.9,stocknod
51725,bidu,Shares Outstanding,348811000.0,stocknod
51726,bidu,Change %,2.3,stockpickr
51727,bidu,Last trading price,14335322230.0,stockpickr
51728,bidu,Open price,139.44,stockpickr
51729,bidu,Change $,3.22,stockpickr
51730,bidu,Volume,7200000.0,stockpickr
51731,bidu,Today's high,143.35,stockpickr
51732,bidu,Today's low,138.9,stockpickr
51733,bidu,Previous close,140.13,stockpickr
51734,bidu,52wk High,156.04,stockpickr
51735,bidu,52wk Low,65.9,stockpickr
51736,bidu,Change %,0.0,stocksmart
51737,bidu,Last trading price,132.56,stocksmart
51738,bidu,Open price,98.0,stocksmart
51739,bidu,Change $,0.0,stocksmart
51740,bidu,Volume,477623.0,stocksmart
51741,bidu,Today's high,137.13,stocksmart
51742,bidu,Today's low,132.18,stocksmart
51743,bidu,Change %,2.25,stocktwits
51744,bidu,Last trading price,143.29,stocktwits
51745,bidu,Change $,3.16,stocktwits
51746,bidu,Change %,2.29,streetinsider-com
51747,bidu,Last trading price,143.34,streetinsider-com
51748,bidu,Open price,139.44,streetinsider-com
51749,bidu,Change $,3.21,streetinsider-com
51750,bidu,Volume,7137874.0,streetinsider-com
51751,bidu,Today's high,143.35,streetinsider-com
51752,bidu,Today's low,138.9,streetinsider-com
51753,bidu,Previous close,140.13,streetinsider-com
51754,bidu,52wk High,156.04,streetinsider-com
51755,bidu,52wk Low,65.9,streetinsider-com
51756,bidu,EPS,0.0,streetinsider-com
51757,bidu,Last trading price,143.346,thecramerreport
51758,bidu,Open price,139.43,thecramerreport
51759,bidu,Change $,3.216,thecramerreport
51760,bidu,Volume,7198371.0,thecramerreport
51761,bidu,Today's high,143.33,thecramerreport
51762,bidu,Today's low,138.9,thecramerreport
51763,bidu,Change %,2.3,thestree
51764,bidu,Last trading price,143.35,thestree
51765,bidu,Open price,139.44,thestree
51766,bidu,Change $,3.22,thestree
51767,bidu,Volume,7197871.0,thestree
51768,bidu,Today's high,143.35,thestree
51769,bidu,Today's low,138.9,thestree
51770,bidu,Previous close,140.13,thestree
51771,bidu,52wk High,156.04,thestree
51772,bidu,52wk Low,65.9,thestree
51773,bidu,Shares Outstanding,3.488118,thestree
51774,bidu,Market cap,4.7989417381,thestree
51775,bidu,Change %,2.3,tickerspy
51776,bidu,Last trading price,143.35,tickerspy
51777,bidu,Open price,139.44,tickerspy
51778,bidu,Change $,3.22,tickerspy
51779,bidu,Volume,7198121.0,tickerspy
51780,bidu,Today's high,143.35,tickerspy
51781,bidu,Today's low,138.9,tickerspy
51782,bidu,Previous close,140.13,tickerspy
51783,bidu,52wk High,156.04,tickerspy
51784,bidu,52wk Low,65.9,tickerspy
51785,bidu,Market cap,48800000000.0,tickerspy
51786,bidu,Change %,2.3,tmx-quotemedia
51787,bidu,Last trading price,143.346,tmx-quotemedia
51788,bidu,Open price,139.44,tmx-quotemedia
51789,bidu,Change $,3.216,tmx-quotemedia
51790,bidu,Volume,7188080.0,tmx-quotemedia
51791,bidu,Today's high,143.35,tmx-quotemedia
51792,bidu,Today's low,138.9,tmx-quotemedia
51793,bidu,Previous close,140.13,tmx-quotemedia
51794,bidu,52wk High,156.04,tmx-quotemedia
51795,bidu,52wk Low,65.9,tmx-quotemedia
51796,bidu,Shares Outstanding,348811000.0,tmx-quotemedia
51797,bidu,Market cap,50000661606.0,tmx-quotemedia
51798,bidu,EPS,2.8,tmx-quotemedia
51799,bidu,Change %,2.3,updown
51800,bidu,Last trading price,143.35,updown
51801,bidu,Open price,139.44,updown
51802,bidu,Change $,3.22,updown
51803,bidu,Volume,7197871.0,updown
51804,bidu,Today's high,143.35,updown
51805,bidu,Today's low,138.9,updown
51806,bidu,Previous close,140.13,updown
51807,bidu,52wk High,156.04,updown
51808,bidu,52wk Low,65.9,updown
51809,bidu,Shares Outstanding,348810000000.0,updown
51810,bidu,Market cap,48870000000.0,updown
51811,bidu,EPS,11.82,updown
51812,bidu,Change %,2.3,wallstreetsurvivor
51813,bidu,Last trading price,143.35,wallstreetsurvivor
51814,bidu,Open price,139.44,wallstreetsurvivor
51815,bidu,Change $,3.22,wallstreetsurvivor
51816,bidu,Volume,7195721.0,wallstreetsurvivor
51817,bidu,Today's high,143.35,wallstreetsurvivor
51818,bidu,Today's low,138.9,wallstreetsurvivor
51819,bidu,52wk High,156.04,wallstreetsurvivor
51820,bidu,52wk Low,65.9,wallstreetsurvivor
51821,bidu,Market cap,49000000000.0,wallstreetsurvivor
51822,bidu,EPS,1.53,wallstreetsurvivor
51823,bidu,Change %,2.3,yahoo-finance
51824,bidu,Last trading price,143.35,yahoo-finance
51825,bidu,Open price,139.43,yahoo-finance
51826,bidu,Change $,3.22,yahoo-finance
51827,bidu,Volume,7198371.0,yahoo-finance
51828,bidu,Today's high,143.33,yahoo-finance
51829,bidu,Today's low,138.9,yahoo-finance
51830,bidu,Previous close,140.13,yahoo-finance
51831,bidu,52wk High,156.04,yahoo-finance
51832,bidu,52wk Low,65.9,yahoo-finance
51833,bidu,Market cap,50000000000.0,yahoo-finance
51834,bidu,EPS,1.82,yahoo-finance
51835,bidu,Change %,2.26,ycharts-com
51836,bidu,Last trading price,143.29,ycharts-com
51837,bidu,Change $,3.16,ycharts-com
51838,bidu,52wk High,156.04,ycharts-com
51839,bidu,52wk Low,65.9,ycharts-com
51840,bidu,Market cap,36740000000.0,ycharts-com
51841,bidu,EPS,1.77,ycharts-com
51842,bidu,Change %,2.3,zacks
51843,bidu,Last trading price,143.35,zacks
51844,bidu,Change $,3.22,zacks
51845,bidu,Volume,0.7198371,zacks
51846,bidu,Today's high,143.35,zacks
51847,bidu,Today's low,138.9,zacks
51848,bidu,52wk High,156.04,zacks
51849,bidu,52wk Low,65.9,zacks
51850,bidu,Market cap,37940000000.0,zacks
51851,bidu,EPS,1.77,zacks
51852,sndk,Change %,3.13,advfn
51853,sndk,Last trading price,42.8,advfn
51854,sndk,Open price,41.555,advfn
51855,sndk,Change $,1.3,advfn
51856,sndk,Volume,5728446.0,advfn
51857,sndk,Today's high,42.92,advfn
51858,sndk,Today's low,41.51,advfn
51859,sndk,Change %,3.13,barchart
51860,sndk,Last trading price,42.8,barchart
51861,sndk,Open price,41.56,barchart
51862,sndk,Change $,1.3,barchart
51863,sndk,Volume,5371439.0,barchart
51864,sndk,Today's high,42.92,barchart
51865,sndk,Today's low,41.51,barchart
51866,sndk,Previous close,41.5,barchart
51867,sndk,52wk High,53.6,barchart
51868,sndk,52wk Low,33.03,barchart
51869,sndk,Market cap,10130000000.0,barchart
51870,sndk,EPS,5.35,barchart
51871,sndk,Change %,3.13,barrons
51872,sndk,Last trading price,42.8,barrons
51873,sndk,Open price,41.555,barrons
51874,sndk,Change $,1.3,barrons
51875,sndk,Volume,5720000.0,barrons
51876,sndk,Today's high,42.92,barrons
51877,sndk,Today's low,41.51,barrons
51878,sndk,Shares Outstanding,238900000.0,barrons
51879,sndk,Market cap,10220000000.0,barrons
51880,sndk,Change %,3.133,bloomberg
51881,sndk,Last trading price,42.8,bloomberg
51882,sndk,Open price,41.555,bloomberg
51883,sndk,Change $,1.3,bloomberg
51884,sndk,Volume,5728346.0,bloomberg
51885,sndk,Today's high,42.92,bloomberg
51886,sndk,Today's low,41.51,bloomberg
51887,sndk,52wk High,53.6,bloomberg
51888,sndk,52wk Low,33.03,bloomberg
51889,sndk,Shares Outstanding,238372000.0,bloomberg
51890,sndk,Market cap,10202310000.0,bloomberg
51891,sndk,EPS,5.35,bloomberg
51892,sndk,Change %,3.133,boston-com
51893,sndk,Last trading price,42.8,boston-com
51894,sndk,Open price,41.55,boston-com
51895,sndk,Change $,1.3,boston-com
51896,sndk,Volume,5725846.0,boston-com
51897,sndk,Today's high,42.92,boston-com
51898,sndk,Today's low,41.51,boston-com
51899,sndk,Previous close,41.5,boston-com
51900,sndk,52wk High,53.6,boston-com
51901,sndk,52wk Low,33.03,boston-com
51902,sndk,Shares Outstanding,238319651.0,boston-com
51903,sndk,Change %,3.133,bostonmerchant
51904,sndk,Last trading price,42.8,bostonmerchant
51905,sndk,Open price,41.55,bostonmerchant
51906,sndk,Change $,1.3,bostonmerchant
51907,sndk,Volume,5725846.0,bostonmerchant
51908,sndk,Today's high,42.92,bostonmerchant
51909,sndk,Today's low,41.51,bostonmerchant
51910,sndk,Previous close,41.5,bostonmerchant
51911,sndk,52wk High,53.6,bostonmerchant
51912,sndk,52wk Low,33.03,bostonmerchant
51913,sndk,Shares Outstanding,238319651.0,bostonmerchant
51914,sndk,Change %,3.133,business-insider
51915,sndk,Last trading price,42.8,business-insider
51916,sndk,Open price,41.55,business-insider
51917,sndk,Change $,1.3,business-insider
51918,sndk,Volume,5725846.0,business-insider
51919,sndk,Today's high,42.92,business-insider
51920,sndk,Today's low,41.51,business-insider
51921,sndk,Previous close,41.5,business-insider
51922,sndk,52wk High,53.6,business-insider
51923,sndk,52wk Low,33.03,business-insider
51924,sndk,Shares Outstanding,238319651.0,business-insider
51925,sndk,Change %,3.133,chron
51926,sndk,Last trading price,42.8,chron
51927,sndk,Open price,41.55,chron
51928,sndk,Change $,1.3,chron
51929,sndk,Volume,5717657.0,chron
51930,sndk,Today's high,42.92,chron
51931,sndk,Today's low,41.51,chron
51932,sndk,Previous close,41.5,chron
51933,sndk,52wk High,53.6,chron
51934,sndk,52wk Low,33.03,chron
51935,sndk,Shares Outstanding,238319651.0,chron
51936,sndk,Change %,3.13,cio-com
51937,sndk,Last trading price,42.8,cio-com
51938,sndk,Open price,41.55,cio-com
51939,sndk,Change $,1.3,cio-com
51940,sndk,Volume,5717657.0,cio-com
51941,sndk,Today's high,42.92,cio-com
51942,sndk,Today's low,41.51,cio-com
51943,sndk,Previous close,41.5,cio-com
51944,sndk,52wk High,53.6,cio-com
51945,sndk,52wk Low,33.03,cio-com
51946,sndk,Shares Outstanding,238319651.0,cio-com
51947,sndk,Market cap,10000000000.0,cio-com
51948,sndk,Change %,3.13,cnn-money
51949,sndk,Last trading price,42804000.0,cnn-money
51950,sndk,Open price,41.56,cnn-money
51951,sndk,Change $,1.3,cnn-money
51952,sndk,Volume,5720057.0,cnn-money
51953,sndk,Today's high,42.92,cnn-money
51954,sndk,Today's low,41.51,cnn-money
51955,sndk,Previous close,41.5,cnn-money
51956,sndk,Market cap,10200000000.0,cnn-money
51957,sndk,Change %,3.13,easystockalterts
51958,sndk,Last trading price,42.8,easystockalterts
51959,sndk,Open price,41.56,easystockalterts
51960,sndk,Change $,1.3,easystockalterts
51961,sndk,Volume,5717657.0,easystockalterts
51962,sndk,Today's high,42.92,easystockalterts
51963,sndk,Today's low,41.51,easystockalterts
51964,sndk,Previous close,41.5,easystockalterts
51965,sndk,52wk High,53.61,easystockalterts
51966,sndk,52wk Low,33.03,easystockalterts
51967,sndk,EPS,5.37,easystockalterts
51968,sndk,Change %,3.13,eresearch-fidelity-com
51969,sndk,Last trading price,42.8,eresearch-fidelity-com
51970,sndk,Open price,41.555,eresearch-fidelity-com
51971,sndk,Change $,1.3,eresearch-fidelity-com
51972,sndk,Volume,5720157.0,eresearch-fidelity-com
51973,sndk,Today's high,42.92,eresearch-fidelity-com
51974,sndk,Today's low,41.51,eresearch-fidelity-com
51975,sndk,Previous close,41.5,eresearch-fidelity-com
51976,sndk,52wk High,53.605,eresearch-fidelity-com
51977,sndk,52wk Low,33.03,eresearch-fidelity-com
51978,sndk,Shares Outstanding,238372000.0,eresearch-fidelity-com
51979,sndk,Market cap,9890000000.0,eresearch-fidelity-com
51980,sndk,Change %,3.133,finance-abc7-com
51981,sndk,Last trading price,42.8,finance-abc7-com
51982,sndk,Open price,41.55,finance-abc7-com
51983,sndk,Change $,1.3,finance-abc7-com
51984,sndk,Volume,5717657.0,finance-abc7-com
51985,sndk,Today's high,42.92,finance-abc7-com
51986,sndk,Today's low,41.51,finance-abc7-com
51987,sndk,Previous close,41.5,finance-abc7-com
51988,sndk,52wk High,53.6,finance-abc7-com
51989,sndk,52wk Low,33.03,finance-abc7-com
51990,sndk,Shares Outstanding,238319651.0,finance-abc7-com
51991,sndk,Change %,3.133,finance-abc7chicago-com
51992,sndk,Last trading price,42.8,finance-abc7chicago-com
51993,sndk,Open price,41.55,finance-abc7chicago-com
51994,sndk,Change $,1.3,finance-abc7chicago-com
51995,sndk,Volume,5717657.0,finance-abc7chicago-com
51996,sndk,Today's high,42.92,finance-abc7chicago-com
51997,sndk,Today's low,41.51,finance-abc7chicago-com
51998,sndk,Previous close,41.5,finance-abc7chicago-com
51999,sndk,52wk High,53.6,finance-abc7chicago-com
52000,sndk,52wk Low,33.03,finance-abc7chicago-com
52001,sndk,Shares Outstanding,238319651.0,finance-abc7chicago-com
52002,sndk,Change %,3.133,financial-content
52003,sndk,Last trading price,42.8,financial-content
52004,sndk,Open price,41.55,financial-content
52005,sndk,Change $,1.3,financial-content
52006,sndk,Volume,5717657.0,financial-content
52007,sndk,Today's high,42.92,financial-content
